full_area_m2,inside_area_m2,inside_share,grid_id,cell_area_km2,inside_area_km2,province,district,district_id,centroid_x,centroid_y,longitude,latitude,dist_kapikule_km,dist_hamzabeyli_km,dist_derekoy_km,dist_pazarkule_km,dist_ipsala_km,euclidean_distance_km,nearest_gate_col,nearest_gate,nearest_border_country
1000000.0,836991.7711153283,0.8369917711153283,G000011,1.0,0.8369917711153283,Edirne,Enez,Edirne_Enez,421500.0,4504500.0,26.07098233812436,40.687657996170316,116.62268472922027,148.0869439494421,183.53587511731394,112.98222371293319,34.88204014231647,34.88204014231647,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000012,1.0,1.0,Edirne,Enez,Edirne_Enez,421500.0,4505500.0,26.070857213674074,40.6966655306113,115.64707628092454,147.1373645287853,182.7644574612532,112.03516800459519,34.11893406263789,34.11893406263789,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000013,1.0,1.0,Edirne,Enez,Edirne_Enez,421500.0,4506500.0,26.070732032633924,40.705673050634175,114.67188805980675,146.18845752202213,181.99526468327193,111.08904025382729,33.368347256810395,33.368347256810395,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000014,1.0,1.0,Edirne,Enez,Edirne_Enez,421500.0,4507500.0,26.07060679497492,40.71468055623818,113.69713087882087,145.24023610852302,181.22832511272122,110.14386437389531,32.631143647312456,32.631143647312456,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000015,1.0,1.0,Edirne,Enez,Edirne_Enez,421500.0,4508500.0,26.070481500668055,40.723688047422435,112.72281592007268,144.29271380444317,180.46366747683632,109.19966508150853,31.908250857920653,31.908250857920653,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000016,1.0,1.0,Edirne,Enez,Edirne_Enez,421500.0,4509500.0,26.07035614968429,40.732695524186155,111.74895475048285,143.34590447320906,179.70132090560193,108.25646792969101,31.200663613013877,31.200663613013877,dist_ipsala_km,Ipsala,Greece
1000000.0,643221.7140560643,0.6432217140560642,G000017,1.0,0.6432217140560642,Edirne,Enez,Edirne_Enez,422500.0,4497500.0,26.08367866275446,40.62469926092718,123.26026958732855,154.45567429733194,188.38079665539473,119.33761122444518,39.971907191521,39.971907191521,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000018,1.0,1.0,Edirne,Enez,Edirne_Enez,422500.0,4498500.0,26.083555521789613,40.63370692611287,122.28037339498023,153.49989053688253,187.59198811396274,118.38226829831996,39.129251227285486,39.129251227285486,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000019,1.0,1.0,Edirne,Enez,Edirne_Enez,422500.0,4499500.0,26.083432325154973,40.64271457689422,121.30080534147602,152.54467367635735,186.8052019098428,117.42766898033018,38.29416716274786,38.29416716274786,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000020,1.0,1.0,Edirne,Enez,Edirne_Enez,422500.0,4500500.0,26.083309072822072,40.651722213270425,120.32157344119769,151.59003443240516,186.02046370387615,116.47383155392711,37.467161298514874,37.467161298514874,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000021,1.0,1.0,Edirne,Enez,Edirne_Enez,422500.0,4501500.0,26.08318576476242,40.66072983524063,119.34268596876977,150.63598378677395,185.23779952437647,115.52077489158033,36.64878050971662,36.64878050971662,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000022,1.0,1.0,Edirne,Enez,Edirne_Enez,422500.0,4502500.0,26.0830624009475,40.66973744280402,118.36415146958672,149.68253299433655,184.45723577203756,114.5685184780259,35.839615649862075,35.839615649862075,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000023,1.0,1.0,Edirne,Enez,Edirne_Enez,422500.0,4503500.0,26.082938981348782,40.67874503595977,117.3859787708487,148.7296935914012,183.67879922486708,113.6170824345897,35.04030517861243,35.04030517861243,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000024,1.0,1.0,Edirne,Enez,Edirne_Enez,422500.0,4504500.0,26.08281550593771,40.68775261470704,116.40817699313487,147.77747740431735,182.9025170431424,112.66648754464185,34.251539003244034,34.251539003244034,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000025,1.0,1.0,Edirne,Enez,Edirne_Enez,422500.0,4505500.0,26.082691974685698,40.696760179045036,115.43075556254443,146.8258965583897,182.12841677438746,111.71675528024221,33.474062513701575,33.474062513701575,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000026,1.0,1.0,Edirne,Enez,Edirne_Enez,422500.0,4506500.0,26.08256838756416,40.70576772897288,114.4537242234378,145.87496348711247,181.35652635836672,110.76790783003945,32.708680778222394,32.708680778222394,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000027,1.0,1.0,Edirne,Enez,Edirne_Enez,422500.0,4507500.0,26.08244474454446,40.714775264489816,113.47709305181213,144.92469094173646,180.58687413209447,109.81996812849066,31.95626284990329,31.95626284990329,dist_ipsala_km,Ipsala,Greece
1000000.0,1000000.0,1.0,G000028,1.0,1.0,Edirne,Enez,Edirne_Enez,422500.0,4508500.0,26.082321045597972,40.723782785594985,112.50087246934797,143.9750920011835,179.819488834856,108.87295988647178,31.217746113589996,31.217746113589996,dist_ipsala_km,Ipsala,Greece
