full_area_m2,inside_area_m2,inside_share,grid_id,cell_area_km2,inside_area_km2,province,district,district_id,centroid_x,centroid_y,longitude,latitude
1000000.0,1000000.0,1.0,G000159,1.0,1.0,Edirne,Ipsala,Edirne_Ipsala,429500.0,4517500.0,26.164184316827622,40.80548078733605
1000000.0,979563.9586001947,0.9795639586001946,G000160,1.0,0.9795639586001946,Edirne,Ipsala,Edirne_Ipsala,429500.0,4518500.0,26.164071275960982,40.81448836352061
1000000.0,995013.4296992937,0.9950134296992937,G000161,1.0,0.9950134296992937,Edirne,Enez,Edirne_Enez,430500.0,4495500.0,26.1784776096917,40.607395153753075
1000000.0,1000000.0,1.0,G000162,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4496500.0,26.178367274827686,40.616403072591275
1000000.0,1000000.0,1.0,G000163,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4497500.0,26.178256890087713,40.62541097708648
1000000.0,1000000.0,1.0,G000164,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4498500.0,26.178146455446267,40.63441886723789
1000000.0,1000000.0,1.0,G000165,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4499500.0,26.178035970877843,40.643426743044714
1000000.0,1000000.0,1.0,G000166,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4500500.0,26.177925436356908,40.652434604506155
1000000.0,1000000.0,1.0,G000167,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4501500.0,26.1778148518579,40.6614424516214
1000000.0,1000000.0,1.0,G000168,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4502500.0,26.177704217355252,40.67045028438969
1000000.0,1000000.0,1.0,G000169,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4503500.0,26.177593532823366,40.67945810281018
1000000.0,1000000.0,1.0,G000170,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4504500.0,26.17748279823664,40.68846590688213
1000000.0,1000000.0,1.0,G000171,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4505500.0,26.17737201356943,40.697473696604746
1000000.0,1000000.0,1.0,G000172,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4506500.0,26.177261178796094,40.706481471977206
1000000.0,1000000.0,1.0,G000173,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4507500.0,26.17715029389096,40.715489232998756
1000000.0,1000000.0,1.0,G000174,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4508500.0,26.177039358828342,40.72449697966861
1000000.0,1000000.0,1.0,G000175,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4509500.0,26.17692837358253,40.73350471198596
1000000.0,1000000.0,1.0,G000176,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4510500.0,26.176817338127798,40.74251242995004
1000000.0,1000000.0,1.0,G000177,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4511500.0,26.1767062524384,40.75152013356008
1000000.0,1000000.0,1.0,G000178,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4512500.0,26.17659511648857,40.76052782281526
1000000.0,1000000.0,1.0,G000179,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4513500.0,26.17648393025252,40.76953549771485
1000000.0,1000000.0,1.0,G000180,1.0,1.0,Edirne,Enez,Edirne_Enez,430500.0,4514500.0,26.176372693704447,40.77854315825805
1000000.0,1000000.0,1.0,G000181,1.0,1.0,Edirne,Ipsala,Edirne_Ipsala,430500.0,4515500.0,26.17626140681853,40.78755080444408
1000000.0,1000000.0,1.0,G000182,1.0,1.0,Edirne,Ipsala,Edirne_Ipsala,430500.0,4516500.0,26.17615006956892,40.79655843627216
