grid_id,year,built_share,built_pct
G001095,2022,0.0,0.0
G001095,2023,0.0,0.0
G001095,2024,0.0,0.0
G001095,2025,0.0,0.0
G001096,2014,0.0,0.0
G001096,2015,0.0,0.0
G001096,2016,0.0,0.0
G001096,2017,0.0,0.0
G001096,2018,0.0,0.0
G001096,2019,0.0,0.0
G001096,2020,0.0,0.0
G001096,2021,0.0,0.0
G001096,2022,0.0,0.0
G001096,2023,0.0,0.0
G001096,2024,0.0,0.0
G001096,2025,0.0,0.0
G001097,2014,0.0001584313725490196,0.01584313725490196
G001097,2015,0.0001584313725490196,0.01584313725490196
G001097,2016,0.00015954039215686274,0.015954039215686274
G001097,2017,0.00016064941176470587,0.016064941176470587
G001097,2018,0.00016175843137254903,0.016175843137254904
G001097,2019,0.00016286745098039216,0.016286745098039217
G001097,2020,0.0001639764705882353,0.01639764705882353
G001097,2021,0.0001639764705882353,0.01639764705882353
G001097,2022,0.0001639764705882353,0.01639764705882353
G001097,2023,0.0001639764705882353,0.01639764705882353
G001097,2024,0.0001639764705882353,0.01639764705882353
G001097,2025,0.0001639764705882353,0.01639764705882353
G001098,2014,0.0,0.0
G001098,2015,0.0,0.0
G001098,2016,0.0,0.0
G001098,2017,0.0,0.0
G001098,2018,0.0,0.0
G001098,2019,0.0,0.0
G001098,2020,0.0,0.0
G001098,2021,0.0,0.0
G001098,2022,0.0,0.0
G001098,2023,0.0,0.0
G001098,2024,0.0,0.0
G001098,2025,0.0,0.0
G001099,2014,0.00016131764705882356,0.016131764705882356
G001099,2015,0.00016131764705882356,0.016131764705882356
G001099,2016,0.0001625066666666667,0.01625066666666667
G001099,2017,0.00016369568627450982,0.01636956862745098
G001099,2018,0.00016488470588235296,0.016488470588235295
G001099,2019,0.00016607372549019608,0.01660737254901961
G001099,2020,0.00016726274509803923,0.016726274509803924
G001099,2021,0.00016726274509803923,0.016726274509803924
G001099,2022,0.00016726274509803923,0.016726274509803924
G001099,2023,0.00016726274509803923,0.016726274509803924
G001099,2024,0.00016726274509803923,0.016726274509803924
G001099,2025,0.00016726274509803923,0.016726274509803924
G001100,2014,0.009099384313725492,0.9099384313725492
G001100,2015,0.009099384313725492,0.9099384313725492
G001100,2016,0.009190076078431374,0.9190076078431374
G001100,2017,0.009280767843137257,0.9280767843137256
G001100,2018,0.00937145960784314,0.9371459607843141
G001100,2019,0.009462151372549023,0.9462151372549024
G001100,2020,0.009552843137254905,0.9552843137254905
G001100,2021,0.009690843137254905,0.9690843137254904
G001100,2022,0.009828843137254906,0.9828843137254906
G001100,2023,0.009966843137254905,0.9966843137254905
G001100,2024,0.010104843137254906,1.0104843137254906
G001100,2025,0.010242843137254905,1.0242843137254904
G001101,2014,0.0,0.0
G001101,2015,0.0,0.0
G001101,2016,0.0,0.0
G001101,2017,0.0,0.0
G001101,2018,0.0,0.0
G001101,2019,0.0,0.0
G001101,2020,0.0,0.0
G001101,2021,0.0,0.0
G001101,2022,0.0,0.0
G001101,2023,0.0,0.0
G001101,2024,0.0,0.0
G001101,2025,0.0,0.0
G001102,2014,0.001366,0.1366
G001102,2015,0.001366,0.1366
G001102,2016,0.0013704,0.13704
G001102,2017,0.0013748,0.13748
G001102,2018,0.0013792,0.13792
G001102,2019,0.0013836,0.13836
G001102,2020,0.001388,0.13879999999999998
G001102,2021,0.001388,0.13879999999999998
G001102,2022,0.001388,0.13879999999999998
G001102,2023,0.001388,0.13879999999999998
G001102,2024,0.001388,0.13879999999999998
G001102,2025,0.001388,0.13879999999999998
G001103,2014,0.0,0.0
G001103,2015,0.0,0.0
G001103,2016,0.0,0.0
G001103,2017,0.0,0.0
G001103,2018,0.0,0.0
G001103,2019,0.0,0.0
G001103,2020,0.0,0.0
G001103,2021,0.0,0.0
G001103,2022,0.0,0.0
G001103,2023,0.0,0.0
G001103,2024,0.0,0.0
G001103,2025,0.0,0.0
G001104,2014,0.0001114313725490196,0.01114313725490196
G001104,2015,0.0001114313725490196,0.01114313725490196
G001104,2016,0.0001468878431372549,0.01468878431372549
G001104,2017,0.00018234431372549017,0.01823443137254902
G001104,2018,0.00021780078431372544,0.021780078431372543
G001104,2019,0.00025325725490196076,0.025325725490196075
G001104,2020,0.00028871372549019603,0.028871372549019603
G001104,2021,0.0003986682352941176,0.03986682352941176
G001104,2022,0.0005086227450980392,0.05086227450980392
G001104,2023,0.0006185772549019607,0.06185772549019607
G001104,2024,0.0007285317647058823,0.07285317647058823
G001104,2025,0.0008384862745098038,0.08384862745098039
G001105,2014,0.0,0.0
G001105,2015,0.0,0.0
G001105,2016,0.0,0.0
G001105,2017,0.0,0.0
G001105,2018,0.0,0.0
G001105,2019,0.0,0.0
G001105,2020,0.0,0.0
G001105,2021,0.0,0.0
G001105,2022,0.0,0.0
G001105,2023,0.0,0.0
G001105,2024,0.0,0.0
G001105,2025,0.0,0.0
G001106,2014,5.2e-05,0.0052
G001106,2015,5.2e-05,0.0052
G001106,2016,5.24e-05,0.00524
G001106,2017,5.2799999999999996e-05,0.00528
G001106,2018,5.32e-05,0.00532
G001106,2019,5.3599999999999995e-05,0.005359999999999999
G001106,2020,5.4e-05,0.005399999999999999
G001106,2021,5.4e-05,0.005399999999999999
G001106,2022,5.4e-05,0.005399999999999999
G001106,2023,5.4e-05,0.005399999999999999
G001106,2024,5.4e-05,0.005399999999999999
G001106,2025,5.4e-05,0.005399999999999999
G001107,2014,0.0,0.0
G001107,2015,0.0,0.0
G001107,2016,0.0,0.0
G001107,2017,0.0,0.0
G001107,2018,0.0,0.0
G001107,2019,0.0,0.0
G001107,2020,0.0,0.0
G001107,2021,0.0,0.0
G001107,2022,0.0,0.0
G001107,2023,0.0,0.0
G001107,2024,0.0,0.0
G001107,2025,0.0,0.0
G001108,2014,9.357647058823529e-05,0.00935764705882353
G001108,2015,9.357647058823529e-05,0.00935764705882353
G001108,2016,9.396235294117647e-05,0.009396235294117646
G001108,2017,9.434823529411764e-05,0.009434823529411765
G001108,2018,9.473411764705882e-05,0.009473411764705881
