grid_id,year,aod_055
G000010,2015,0.13772791796837916
G000010,2016,0.13992883424358904
G000010,2017,0.13270615351200846
G000010,2018,0.13633000139868603
G000010,2019,0.15257319963368599
G000010,2020,0.13070583394797855
G000010,2021,0.1487434896354663
G000010,2022,0.13122471543994768
G000010,2023,0.14228811432473146
G000010,2024,0.138739734445863
G000010,2025,0.1167446646168847
G000011,2014,0.16048049991065175
G000011,2015,0.14686322977847735
G000011,2016,0.15234912054443608
G000011,2017,0.14182432634983463
G000011,2018,0.14356584530607935
G000011,2019,0.16237739703270695
G000011,2020,0.14376546504534068
G000011,2021,0.15598962291660942
G000011,2022,0.13630685481907018
G000011,2023,0.1479709797650085
G000011,2024,0.14540551365839946
G000011,2025,0.12301180384666738
G000012,2014,0.17375053899372064
G000012,2015,0.15882858115541937
G000012,2016,0.16426025335961078
G000012,2017,0.15413849111665834
G000012,2018,0.15630743701269717
G000012,2019,0.1729338834516964
G000012,2020,0.15861381570556526
G000012,2021,0.1703379305190363
G000012,2022,0.14853176202346255
G000012,2023,0.16295452178369424
G000012,2024,0.16033060285625889
G000012,2025,0.1416764255029039
G000013,2014,0.15242675838928124
G000013,2015,0.14901916966529952
G000013,2016,0.14197369218790742
G000013,2017,0.13178769657872094
G000013,2018,0.13546907170337044
G000013,2019,0.14600081247037455
G000013,2020,0.1357536653081845
G000013,2021,0.14626673833165352
G000013,2022,0.14310370561971505
G000013,2023,0.1569308381204237
G000013,2024,0.14570200239231307
G000013,2025,0.13276365531686216
G000014,2014,0.14584870409855483
G000014,2015,0.1374969505478473
G000014,2016,0.13426392162860928
G000014,2017,0.12512698249738027
G000014,2018,0.1291809182172547
G000014,2019,0.13761719828763408
G000014,2020,0.1204374330496748
G000014,2021,0.13502863894168232
G000014,2022,0.1403574797398996
G000014,2023,0.12966090735273958
G000014,2024,0.1273384292769143
G000014,2025,0.12130234031345512
G000015,2014,0.1428467840362309
G000015,2015,0.1282364608450093
G000015,2016,0.13600213808287373
G000015,2017,0.11831625120822924
G000015,2018,0.12086398929681295
G000015,2019,0.14294913254235647
G000015,2020,0.12227860702796106
G000015,2021,0.12173092140442109
G000015,2022,0.1409928489774109
G000015,2023,0.13992159179476027
G000015,2024,0.13460178033798953
G000015,2025,0.11703630372756124
G000016,2014,0.15069425633370573
G000016,2015,0.13984679015951826
G000016,2016,0.13036958486656247
G000016,2017,0.1252425694730672
G000016,2018,0.12575106989143697
G000016,2019,0.14607720467247937
G000016,2020,0.12192042597867771
G000016,2021,0.13011733130833858
G000016,2022,0.13171954247780707
G000016,2023,0.1402012869678378
G000016,2024,0.1324825972553032
G000016,2025,0.11726680125410384
G000017,2014,0.1600388172576221
G000017,2015,0.14789852302425754
G000017,2016,0.15178789002512452
G000017,2017,0.13583241450432715
G000017,2018,0.14251038206157315
G000017,2019,0.15305183413473472
G000017,2020,0.1379210708507921
G000017,2021,0.14734850490321755
G000017,2022,0.13442063376808333
G000017,2023,0.15082014184093892
G000017,2024,0.15192683561009918
G000017,2025,0.13150100364460374
G000018,2014,0.1520933710203388
G000018,2015,0.13690606698975344
G000018,2016,0.14354232213591334
G000018,2017,0.12852231313418144
G000018,2018,0.13292244201710637
G000018,2019,0.14778416184141546
G000018,2020,0.13087232766475812
G000018,2021,0.1391646879365599
G000018,2022,0.1279858428571488
G000018,2023,0.14468232356555588
G000018,2024,0.1424074528970119
G000018,2025,0.12365161757936875
G000019,2014,0.15513668508363493
G000019,2015,0.13510606890012425
G000019,2016,0.14361810247435994
G000019,2017,0.12864096797534347
G000019,2018,0.1345916126847778
G000019,2019,0.14981236226906927
G000019,2020,0.12835997956654008
G000019,2021,0.140127067007604
G000019,2022,0.13237868379186463
G000019,2023,0.1477265476812214
G000019,2024,0.14200042952319564
G000019,2025,0.11857473373507794
G000020,2014,0.15537007068448797
G000020,2015,0.13585531930655476
G000020,2016,0.14542317075936553
G000020,2017,0.1303657125351114
G000020,2018,0.13685548023754304
G000020,2019,0.1502294367415141
G000020,2020,0.13063485106131822
G000020,2021,0.13914563658411613
G000020,2022,0.13473954527993745
G000020,2023,0.14932934143825993
G000020,2024,0.14278329424119818
G000020,2025,0.1188652696838655
G000021,2014,0.1557045601180007
G000021,2015,0.13448056725276275
G000021,2016,0.1459488088805956
G000021,2017,0.1313811977263047
G000021,2018,0.13873347355570842
G000021,2019,0.15018529957098506
G000021,2020,0.12992901183084588
G000021,2021,0.1399274082648215
G000021,2022,0.13669596131282472
G000021,2023,0.14953204992324715
G000021,2024,0.1433459040631538
G000021,2025,0.12041171077426518
G000022,2014,0.1602993895492032
G000022,2015,0.1386435358363296
G000022,2016,0.1472277882139731
G000022,2017,0.1356827700029816
G000022,2018,0.14156010205580807
G000022,2019,0.15198815993385312
G000022,2020,0.13301010896732268
G000022,2021,0.14431511076317644
G000022,2022,0.13656574893992973
G000022,2023,0.14778745497869994
G000022,2024,0.14224011194333755
G000022,2025,0.11958791732403819
G000023,2014,0.1633265600984211
G000023,2015,0.146085764133373
G000023,2016,0.14943136183909198
G000023,2017,0.13878094389416715
G000023,2018,0.14368796998594038
G000023,2019,0.15807373829053684
G000023,2020,0.13536686451392052
G000023,2021,0.15070701761625802
G000023,2022,0.13563848160475928
G000023,2023,0.15041669296225063
G000023,2024,0.1473578850413798
G000023,2025,0.1235652722778948
G000024,2014,0.16310168926164165
G000024,2015,0.1497871588906342
G000024,2016,0.15636439256168347
G000024,2017,0.14353430904855136
G000024,2018,0.14817418938522506
G000024,2019,0.16108309730731954
G000024,2020,0.14469500758278836
G000024,2021,0.1575448162291205
G000024,2022,0.13837119131004663
G000024,2023,0.15920828514383986
G000024,2024,0.1565544844481359
G000024,2025,0.13206352467203922
G000025,2014,0.17890078476688753
G000025,2015,0.16258459997237948
G000025,2016,0.1701960149717269
G000025,2017,0.15975469247489332
G000025,2018,0.16047253546640752
G000025,2019,0.17877297147051768
G000025,2020,0.1649367940401686
G000025,2021,0.17480793450525886
G000025,2022,0.1494053961750482
G000025,2023,0.16830516361605102
G000025,2024,0.16364045904570063
G000025,2025,0.1456525686580073
G000026,2014,0.1694285439473009
G000026,2015,0.16032563106723083
G000026,2016,0.15793038680465918
G000026,2017,0.1518005924466545
G000026,2018,0.15210166330345465
G000026,2019,0.17247622686728215
G000026,2020,0.15385829541392593
G000026,2021,0.16418163174790432
G000026,2022,0.14420647485673613
G000026,2023,0.162851784915909
G000026,2024,0.15810400650892614
G000026,2025,0.14440859100748715
G000027,2014,0.1612619229813324
G000027,2015,0.14849301057333072
G000027,2016,0.1522932839776815
G000027,2017,0.14138742918579242
G000027,2018,0.14107147120524577
G000027,2019,0.15745029108773395
G000027,2020,0.13813696570404346
G000027,2021,0.14595683709397891
G000027,2022,0.14286831339079056
G000027,2023,0.14884548619515
G000027,2024,0.14538296480961208
G000027,2025,0.13237113859673416
G000028,2014,0.14043001080731501
G000028,2015,0.12971920869288794
G000028,2016,0.13696963046771107
G000028,2017,0.12687353247120306
G000028,2018,0.12418847392502153
G000028,2019,0.1424015624675453
G000028,2020,0.12435161442139073
G000028,2021,0.12433641283584042
G000028,2022,0.13978701158632328
G000028,2023,0.14350539142922056
G000028,2024,0.1379751096343333
G000028,2025,0.1208613065806128
G000029,2014,0.1502604284349445
G000029,2015,0.13457967613673463
G000029,2016,0.13066720377550992
G000029,2017,0.12361021659104998
G000029,2018,0.12248277005465893
G000029,2019,0.1396397106975662
G000029,2020,0.12301138405213226
G000029,2021,0.12804046580653475
G000029,2022,0.12826841592738722
G000029,2023,0.14095466911259022
G000029,2024,0.1340845476766985
G000029,2025,0.1164958304856993
G000030,2014,0.16655730619810566
G000030,2015,0.15761271977952274
G000030,2016,0.1610086298961345
G000030,2017,0.14035593580369746
G000030,2018,0.14867737543374737
G000030,2019,0.15901777734162298
G000030,2020,0.14165438816667275
G000030,2021,0.15837382256650046
G000030,2022,0.1406020390323224
G000030,2023,0.1586570847636105
G000030,2024,0.1589475157399067
G000030,2025,0.1376071148130306
G000031,2014,0.15938942900864742
G000031,2015,0.15123989776177404
G000031,2016,0.15685503530372472
G000031,2017,0.1386413593065479
G000031,2018,0.14475638581361044
G000031,2019,0.15540072705337535
G000031,2020,0.13912686915938685
G000031,2021,0.15004536954934897
G000031,2022,0.13616496587421542
G000031,2023,0.15358412819810568
G000031,2024,0.15304031791467354
G000031,2025,0.13530943562734996
G000032,2014,0.15413053306957852
G000032,2015,0.14131504119011934
G000032,2016,0.14891798088284064
G000032,2017,0.1326240144816118
G000032,2018,0.13770320659472565
G000032,2019,0.1527805219570241
G000032,2020,0.13307255076276908
G000032,2021,0.14298389342374637
G000032,2022,0.13333844731909922
G000032,2023,0.14974613630334918
G000032,2024,0.1451233930878713
G000032,2025,0.1305841688924932
G000033,2014,0.14991469013662678
G000033,2015,0.13353083165227694
G000033,2016,0.14323310805224526
G000033,2017,0.12404745777405873
G000033,2018,0.13526902004948269
G000033,2019,0.14786323325957934
G000033,2020,0.1261798489194252
G000033,2021,0.1358395317543142
G000033,2022,0.1296313584494181
G000033,2023,0.1431249791264572
G000033,2024,0.13744687574167724
G000033,2025,0.11844759996875438
G000034,2014,0.15371150789992208
G000034,2015,0.13380163745397106
G000034,2016,0.14336889077690854
G000034,2017,0.12722055175833358
G000034,2018,0.13580137399337563
G000034,2019,0.1470603074146725
G000034,2020,0.12856614198768215
G000034,2021,0.13950028192012462
G000034,2022,0.13156704693458143
G000034,2023,0.14661103732435404
G000034,2024,0.13958148923644778
G000034,2025,0.11965634510676021
G000035,2014,0.1575319581529561
G000035,2015,0.13435352687032712
G000035,2016,0.14774782980386053
G000035,2017,0.12823432493308282
G000035,2018,0.1355032015639052
G000035,2019,0.14871691532822198
G000035,2020,0.13101893937572745
G000035,2021,0.14035088161676756
G000035,2022,0.13292349413864235
G000035,2023,0.14853575608797726
G000035,2024,0.14556631625374186
G000035,2025,0.12381311240959114
G000036,2014,0.15809529703644132
G000036,2015,0.13486435823517823
G000036,2016,0.147609034348557
G000036,2017,0.13030342784592344
G000036,2018,0.14008450221935814
G000036,2019,0.1503018342853376
G000036,2020,0.13099134872594026
G000036,2021,0.1442711952416708
G000036,2022,0.1339387348715704
G000036,2023,0.15055588500490183
G000036,2024,0.14545521254191446
G000036,2025,0.12338719732836638
G000037,2014,0.1614546585323285
G000037,2015,0.14065955841577532
G000037,2016,0.14936377302939244
G000037,2017,0.13651046617133306
G000037,2018,0.14049033536788896
G000037,2019,0.15429348249292307
G000037,2020,0.1306802796174286
G000037,2021,0.14972215902167088
G000037,2022,0.133449872810461
G000037,2023,0.1529875213781532
G000037,2024,0.14731334348681063
G000037,2025,0.1247465769525427
G000038,2014,0.16258866607113265
G000038,2015,0.14541166916017673
G000038,2016,0.151894200557212
G000038,2017,0.14218542767991005
G000038,2018,0.14390155595678267
G000038,2019,0.15513062135844705
G000038,2020,0.13665673575290516
G000038,2021,0.15711325951962124
G000038,2022,0.1356758641188667
G000038,2023,0.1587012950868752
G000038,2024,0.1499622906776416
G000038,2025,0.13110316991684584
G000039,2014,0.16693007170833393
G000039,2015,0.15684370380118884
G000039,2016,0.1627501023381229
G000039,2017,0.1539611473600549
G000039,2018,0.15382569427767578
G000039,2019,0.16795772534661965
G000039,2020,0.15202020295985513
G000039,2021,0.16641061928705858
G000039,2022,0.14602294539544974
G000039,2023,0.16799793855838138
G000039,2024,0.16080209701583972
G000039,2025,0.14143816054107305
G000040,2014,0.16673990693007396
G000040,2015,0.15637232825168457
G000040,2016,0.16262467214737927
G000040,2017,0.1518004290582557
G000040,2018,0.14999752119964022
G000040,2019,0.16504350570592363
G000040,2020,0.1549945706838518
G000040,2021,0.16359899888404017
G000040,2022,0.14519698147502058
G000040,2023,0.16908113287207593
G000040,2024,0.1585253683414038
G000040,2025,0.14045737327400643
G000041,2014,0.16702208632860727
G000041,2015,0.14756953162347966
G000041,2016,0.15886831282596448
G000041,2017,0.14632048608499315
G000041,2018,0.1442811056828357
G000041,2019,0.16213913746649805
G000041,2020,0.14833972866802614
G000041,2021,0.15810295464402382
G000041,2022,0.1458027181151045
G000041,2023,0.1592986320617027
G000041,2024,0.15433808404133983
G000041,2025,0.13820458571645494
G000042,2014,0.1526637993245325
G000042,2015,0.1383758588588667
G000042,2016,0.13967849203682384
G000042,2017,0.12973151874045052
G000042,2018,0.13211105713523028
G000042,2019,0.14493571958638543
G000042,2020,0.1319917173254638
G000042,2021,0.144554950629572
G000042,2022,0.1353164799932241
G000042,2023,0.14392733541663033
G000042,2024,0.14022099902969887
G000042,2025,0.12479818088940603
G000043,2014,0.1479678453286681
G000043,2015,0.13578575262702403
G000043,2016,0.13300740148081883
G000043,2017,0.12624239463700376
G000043,2018,0.12725673574268992
G000043,2019,0.13815810376865573
G000043,2020,0.12482269805206773
G000043,2021,0.13688607139643624
G000043,2022,0.12915843658627132
G000043,2023,0.1396108893694573
G000043,2024,0.13732323878281852
G000043,2025,0.11766998092385944
G000044,2014,0.1608812692393213
G000044,2015,0.15253259014830692
G000044,2016,0.154921354625336
G000044,2017,0.13944771965943395
G000044,2018,0.1430035942730185
G000044,2019,0.15407205113933298
G000044,2020,0.1369037050399039
G000044,2021,0.15270858161299325
G000044,2022,0.13744433412026633
G000044,2023,0.154533781454939
G000044,2024,0.1531594292356692
G000044,2025,0.13465824575920718
G000045,2014,0.1578799309335874
G000045,2015,0.15238419656925176
G000045,2016,0.15715741408017894
G000045,2017,0.14121769134293352
G000045,2018,0.144757539767404
G000045,2019,0.1545467384500141
G000045,2020,0.14111787659382974
G000045,2021,0.15072789604694345
G000045,2022,0.13817228097466824
G000045,2023,0.15411218543039362
G000045,2024,0.1522485920820343
G000045,2025,0.13705212292194077
G000046,2014,0.1540507169731799
G000046,2015,0.14255881798301276
G000046,2016,0.14940010413803084
G000046,2017,0.1348973568678852
G000046,2018,0.13854387501453022
G000046,2019,0.1530329312025036
G000046,2020,0.13481657013500667
G000046,2021,0.14422143699582585
G000046,2022,0.13690863167092313
G000046,2023,0.1512584827004241
G000046,2024,0.14765216607989948
G000046,2025,0.13372995809803132
G000047,2014,0.15028328946859762
G000047,2015,0.13769289001542345
G000047,2016,0.1469850900310725
G000047,2017,0.12644011195854038
G000047,2018,0.1375145050331034
G000047,2019,0.14948217887887416
G000047,2020,0.1307669647096904
G000047,2021,0.13852071876811417
G000047,2022,0.13412024096589623
G000047,2023,0.14655641009443326
G000047,2024,0.14103008788605897
G000047,2025,0.12645337685384225
G000048,2014,0.1527485945638349
G000048,2015,0.13713282058218043
G000048,2016,0.1462374531732789
G000048,2017,0.12980979012184332
G000048,2018,0.13782127075513212
G000048,2019,0.14974191543523066
G000048,2020,0.1336340670728742
G000048,2021,0.14303016746998945
G000048,2022,0.1358081716894468
G000048,2023,0.15093957788109547
G000048,2024,0.14296723896770996
G000048,2025,0.1260563613412867
G000049,2014,0.15593174889340664
G000049,2015,0.13784364348460373
G000049,2016,0.15092225793207908
G000049,2017,0.1306685850140137
G000049,2018,0.1388565821209835
G000049,2019,0.15201059018650387
G000049,2020,0.13712971756788367
G000049,2021,0.14654805097705764
G000049,2022,0.1345041705323455
G000049,2023,0.15251053688891564
G000049,2024,0.1474344857351015
G000049,2025,0.1271394947201293
G000050,2014,0.1598842947257105
G000050,2015,0.1382281503307949
G000050,2016,0.152290681237531
G000050,2017,0.1344960258073557
G000050,2018,0.13981087459491487
G000050,2019,0.1532348260236358
G000050,2020,0.13589232749857683
G000050,2021,0.15019140744517157
G000050,2022,0.13546823637249406
G000050,2023,0.15229238174334053
G000050,2024,0.15373132426153224
G000050,2025,0.12782555776567925
G000051,2014,0.15792284114613392
G000051,2015,0.1394093201938096
G000051,2016,0.14978459388413695
G000051,2017,0.1346073176737709
G000051,2018,0.13791802863224573
G000051,2019,0.15281032255327073
G000051,2020,0.13090453737641983
G000051,2021,0.15008354246212888
G000051,2022,0.1337263677479717
G000051,2023,0.15342898280262718
G000051,2024,0.15270808199767355
G000051,2025,0.1250959376682697
G000052,2014,0.15945921907398647
G000052,2015,0.14176675164475827
G000052,2016,0.15000804506176824
G000052,2017,0.1387193426614734
G000052,2018,0.14244236866557264
G000052,2019,0.1523783025092623
G000052,2020,0.13304819177113633
G000052,2021,0.1556892745674188
G000052,2022,0.13605879170493362
G000052,2023,0.15820818444103749
G000052,2024,0.15174967345876073
G000052,2025,0.12799723026970344
G000053,2014,0.15740889008742245
G000053,2015,0.14607311114788485
G000053,2016,0.15183630701074882
G000053,2017,0.14577295355503617
G000053,2018,0.14199912544325893
G000053,2019,0.15935955337203317
G000053,2020,0.1391210017905917
G000053,2021,0.15951140936956015
G000053,2022,0.13914287185673893
G000053,2023,0.1638955001885447
G000053,2024,0.1510096261226808
G000053,2025,0.13227892472467562
G000054,2014,0.1562518858027188
G000054,2015,0.14432549235435913
G000054,2016,0.15306248548298637
G000054,2017,0.14479500206319043
G000054,2018,0.14046562472516985
G000054,2019,0.1560027042057883
G000054,2020,0.14187008286265962
G000054,2021,0.15696366433399975
G000054,2022,0.13875165718046725
G000054,2023,0.16167837449625064
G000054,2024,0.1499845242415856
G000054,2025,0.13029901265829202
G000055,2014,0.1612195987367192
G000055,2015,0.14539060960098898
G000055,2016,0.15695662284469666
G000055,2017,0.14639389150550441
G000055,2018,0.14096303192113777
G000055,2019,0.15967901319239622
G000055,2020,0.14577358153372388
G000055,2021,0.15559303930799143
G000055,2022,0.14308668913170192
G000055,2023,0.1602499981252633
G000055,2024,0.15130821861700647
G000055,2025,0.1331554444889518
G000056,2014,0.15400958735228668
G000056,2015,0.1400095516345007
G000056,2016,0.14844789684795587
G000056,2017,0.13685830859806944
G000056,2018,0.13584194076622902
G000056,2019,0.14850994529426795
G000056,2020,0.13691167161770923
G000056,2021,0.15096995429820056
G000056,2022,0.13426657570082376
G000056,2023,0.1512332536610882
G000056,2024,0.14482735542709976
G000056,2025,0.12670625882989395
G000057,2014,0.150412642306003
G000057,2015,0.1391793502042503
G000057,2016,0.14173736624146344
G000057,2017,0.1304039724136791
G000057,2018,0.13400732704137447
G000057,2019,0.14327819609164572
G000057,2020,0.13051545347544966
G000057,2021,0.1446287121493123
G000057,2022,0.13192703275334292
G000057,2023,0.1448315388627465
G000057,2024,0.14122475743106486
G000057,2025,0.12291193615451719
G000058,2014,0.14598566498781107
G000058,2015,0.13808559419646854
G000058,2016,0.13087611653762382
G000058,2017,0.1277314864545322
G000058,2018,0.13027783196498663
G000058,2019,0.13840468630703545
G000058,2020,0.12193593784155914
G000058,2021,0.13680848348436486
G000058,2022,0.12955126381082585
G000058,2023,0.13829880884349863
G000058,2024,0.1303430817466949
G000058,2025,0.1340638365672687
G000059,2014,0.16267676123335503
G000059,2015,0.14488009886330117
G000059,2016,0.148204687268571
G000059,2017,0.13082729452034372
G000059,2018,0.1420998656600553
G000059,2019,0.14516769274412805
G000059,2020,0.1260684745022672
G000059,2021,0.14426590562673092
G000059,2022,0.12928920401869518
G000059,2023,0.14729097779706363
G000059,2024,0.14129069178862583
G000059,2025,0.1256982132501093
G000060,2014,0.16136864899932885
G000060,2015,0.14524599304488928
G000060,2016,0.15101516710926463
G000060,2017,0.13692850854048177
G000060,2018,0.1392087245790111
G000060,2019,0.14852633457139508
G000060,2020,0.13409881716877217
G000060,2021,0.14854648541070606
G000060,2022,0.13093221908428287
G000060,2023,0.14906355309557218
G000060,2024,0.14730383680016748
G000060,2025,0.13249904634928722
G000061,2014,0.15769294633944875
G000061,2015,0.14685774510644992
G000061,2016,0.15464585111885584
G000061,2017,0.14241622050275396
G000061,2018,0.14630458203740268
G000061,2019,0.15238115051469872
G000061,2020,0.13935062968782164
G000061,2021,0.15123414906862512
G000061,2022,0.13808717770645634
G000061,2023,0.15295295226688604
G000061,2024,0.15157165334218733
G000061,2025,0.1385478567663813
G000062,2014,0.14969889700984912
G000062,2015,0.14006533068925753
G000062,2016,0.1477814233992774
G000062,2017,0.13674471044683303
G000062,2018,0.14294777583182677
G000062,2019,0.15008518822947137
G000062,2020,0.13680532963959002
G000062,2021,0.14624169768555728
G000062,2022,0.13707428999942514
G000062,2023,0.15082053875600365
G000062,2024,0.1512083574641896
G000062,2025,0.13442446413837447
G000063,2014,0.14519263242586442
G000063,2015,0.13902349871922987
G000063,2016,0.14516505182831851
G000063,2017,0.12929026460400153
G000063,2018,0.136277102634694
G000063,2019,0.14632704825524642
G000063,2020,0.13132934588171444
G000063,2021,0.14157000237867343
G000063,2022,0.1365780333469895
G000063,2023,0.15012878054599507
G000063,2024,0.14523290776503825
G000063,2025,0.12690564873422167
G000064,2014,0.15096594774221103
G000064,2015,0.13774134322059908
G000064,2016,0.14683046447342926
G000064,2017,0.13028703229228708
G000064,2018,0.13673931812555723
G000064,2019,0.1496724504379434
G000064,2020,0.13402636878205415
G000064,2021,0.1428764370692032
G000064,2022,0.13717114982947645
G000064,2023,0.1517245578969978
G000064,2024,0.14441030614601405
G000064,2025,0.1264095689575617
G000065,2014,0.15168436851071146
G000065,2015,0.14029760139233044
G000065,2016,0.15400437927063
G000065,2017,0.1339639459656892
G000065,2018,0.13643365825446516
G000065,2019,0.15446197196775396
G000065,2020,0.14076778221526937
G000065,2021,0.1477855131527903
G000065,2022,0.13555367055080128
G000065,2023,0.15507093020685322
G000065,2024,0.14947112942605692
G000065,2025,0.12762464215327493
G000066,2014,0.15465981779091764
G000066,2015,0.13902090761281713
G000066,2016,0.15268389390867082
G000066,2017,0.1346065124810086
G000066,2018,0.13802829805315545
G000066,2019,0.1515320819256959
G000066,2020,0.1358485215272318
G000066,2021,0.14822842857844676
G000066,2022,0.13659026374452835
G000066,2023,0.1527997302166533
G000066,2024,0.15463948022095778
G000066,2025,0.12496894636328548
G000067,2014,0.15543543331813886
G000067,2015,0.13909526621974036
G000067,2016,0.14935876035441137
G000067,2017,0.1340805763018763
G000067,2018,0.1367664481921854
G000067,2019,0.15193868250497988
G000067,2020,0.13050026599938416
G000067,2021,0.1496537248587547
G000067,2022,0.13464581287735944
G000067,2023,0.15208266947411023
G000067,2024,0.15298235219638498
G000067,2025,0.12454507722526185
G000068,2014,0.153862612538339
G000068,2015,0.13722833009029498
G000068,2016,0.1434751626401227
G000068,2017,0.1318904808290444
G000068,2018,0.13441629322096488
G000068,2019,0.15035168796459297
G000068,2020,0.12736672433343102
G000068,2021,0.15115367473650596
G000068,2022,0.133065017112543
G000068,2023,0.15310632138535069
G000068,2024,0.14638883110036696
G000068,2025,0.12365412583078653
G000069,2014,0.15281516094819944
G000069,2015,0.14166036483486236
G000069,2016,0.1437818214993021
G000069,2017,0.1359571921091487
G000069,2018,0.13246847693869324
G000069,2019,0.15175478594985056
G000069,2020,0.13033795816006188
G000069,2021,0.1549883231877864
G000069,2022,0.13330652361310896
G000069,2023,0.15562108397214774
G000069,2024,0.14362983363090787
G000069,2025,0.1263297427026914
G000070,2014,0.1520964348558245
G000070,2015,0.14030057188537734
G000070,2016,0.14824208390170981
G000070,2017,0.13962681655369424
G000070,2018,0.1363106874096089
G000070,2019,0.15064795293616112
G000070,2020,0.1373403371628345
G000070,2021,0.1548454483497706
G000070,2022,0.1363363116849757
G000070,2023,0.15716296512349784
G000070,2024,0.14645326731661776
G000070,2025,0.12639384320155608
G000071,2014,0.15264519882303118
G000071,2015,0.14128672481299975
G000071,2016,0.1534845539270869
G000071,2017,0.13989533623381584
G000071,2018,0.13705157527416897
G000071,2019,0.15407547711419214
G000071,2020,0.14374424550661313
G000071,2021,0.14899176756887483
G000071,2022,0.13847256985602074
G000071,2023,0.1554652543639258
G000071,2024,0.14693167984738448
G000071,2025,0.12564546017621012
G000072,2014,0.1546561621462383
G000072,2015,0.13896539686416184
G000072,2016,0.1505637903951778
G000072,2017,0.13677170313960824
G000072,2018,0.1376543757822658
G000072,2019,0.15073854862536473
G000072,2020,0.13946749609055445
G000072,2021,0.14643724119210555
G000072,2022,0.1358367883264448
G000072,2023,0.15294023430456782
G000072,2024,0.14444317770942258
G000072,2025,0.12604461643910986
G000073,2014,0.15131346921568856
G000073,2015,0.14091222908723047
G000073,2016,0.14556987771670968
G000073,2017,0.1315106773232291
G000073,2018,0.13579920840342757
G000073,2019,0.14687136471232617
G000073,2020,0.13408448895126968
G000073,2021,0.14588441746443015
G000073,2022,0.1336770419343331
G000073,2023,0.14891029652121188
G000073,2024,0.1423388011982844
